Taxa	Run ID	Abundance
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides_H	ERR5683858	3.80886322170117
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella	ERR5683858	28.3945777228245
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora	ERR5683858	6.42048281789532
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__CAG-83	ERR5683858	1.50333991767065
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	ERR5683858	2.0883909588504
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Ruminococcaceae|g__Gemmiger_A_73129	ERR5683858	0.865513653704067
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	ERR5683858	0.0723774483933714
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella	ERR5683858	3.88877998763552
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter_164119	ERR5683858	0.318159200229195
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q_135822	ERR5683858	0.373950150032419
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	ERR5683858	0.0256336796393191
k__Bacteria|p__Firmicutes_D|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	ERR5683858	0.037696587704881
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Marseille-P3160	ERR5683858	0.141739169770352
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_Q	ERR5683858	0.138723442753962
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Acutalibacteraceae|g__WRKY01	ERR5683858	0.105550445573667
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32|f__CAG-239|g__51-20	ERR5683858	0.521720773835552
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes	ERR5683858	0.357363651442271
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Acutalibacteraceae|g__Ruminococcus_E	ERR5683858	0.44029614439301
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium_388775	ERR5683858	0.640841990982976
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Christensenellales|f__CAG-74|g__Limiplasma	ERR5683858	2.76089808350548
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A	ERR5683858	0.0422201782294667
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Ruminococcaceae|g__Ruminiclostridium_E	ERR5683858	0.0286494066557095
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA11471|g__UBA11471	ERR5683858	0.333237835311148
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__Flavonifractor	ERR5683858	0.0512673592786381
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A_141780	ERR5683858	0.0633302673442
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__ER4	ERR5683858	1.1384369486874
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__Dysosmobacter	ERR5683858	0.577511723638776
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster	ERR5683858	0.0286494066557095
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R	ERR5683858	0.116105490131033
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__Sporobacter	ERR5683858	0.548862316983067
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__Limivicinus	ERR5683858	0.0603145403278095
k__Bacteria|p__Desulfobacterota_I|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	ERR5683858	0.260860386917776
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus_A_77419	ERR5683858	0.0150786350819524
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides_B_862066	ERR5683858	0.897178787376167
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	ERR5683858	0.0708695848851762
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Oscillospiraceae_88309|g__Lawsonibacter	ERR5683858	0.128168398196595
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Peptostreptococcales|f__Peptostreptococcaceae_256921|g__CCUG-7971	ERR5683858	0.0196022256065381
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum	ERR5683858	0.182451484491624
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Christensenellales|f__CAG-138|g__PeH17	ERR5683858	0.0618224038360048
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__TANB77|f__CAG-508|g__Merdicola	ERR5683858	6.02693044225637
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317_143701	ERR5683858	0.0588066768196143
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus	ERR5683858	0.037696587704881
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum_189125	ERR5683858	0.208085164130943
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobium	ERR5683858	0.113089763114643
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G	ERR5683858	0.0346808606884905
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__CAG-274|g__CAG-274	ERR5683858	0.0934875375081048
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella	ERR5683858	0.342285016360319
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__CAG-272|g__QALR01	ERR5683858	3.23889081560337
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Ruminococcaceae|g__Soleaferrea	ERR5683858	0.0316651336721
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Christensenellales|f__CAG-138|g__Phil1	ERR5683858	0.191498665540795
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	ERR5683858	0.0256336796393191
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia	ERR5683858	0.0331729971802952
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Acutalibacteraceae|g__UBA1417	ERR5683858	0.0557909498032238
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas	ERR5683858	0.485532049638867
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_C_58660	ERR5683858	0.131184125212986
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Shuttleworthia	ERR5683858	0.0241258161311238
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Clostridiales|f__Clostridiaceae_222000|g__Clostridium_T	ERR5683858	0.0723774483933714
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAG-238	ERR5683858	0.0874560834753238
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Tidjanibacter	ERR5683858	0.122136944163814
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I	ERR5683858	0.0557909498032238
k__Bacteria|p__Firmicutes_D|c__Bacilli|o__Haloplasmatales_A|f__Turicibacteraceae|g__Turicibacter	ERR5683858	0.0256336796393191
k__Bacteria|p__Desulfobacterota_I|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_R_446353	ERR5683858	0.0346808606884905
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Acutalibacteraceae|g__UBA5905	ERR5683858	0.0120629080655619
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Christensenellales|f__GCA-900066905|g__GCA-900066905	ERR5683858	0.037696587704881
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia	ERR5683858	0.0633302673442
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Lachnospiraceae|g__Bacteroides_F	ERR5683858	0.232210980262067
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Lachnospirales|f__Anaerotignaceae|g__Fimicola	ERR5683858	0.107058309081862
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Ruminococcaceae|g__UBA946	ERR5683858	0.848927155113919
k__Bacteria|p__Firmicutes_A|c__Clostridia_258483|o__Oscillospirales|f__Butyricicoccaceae|g__Pseudobutyricicoccus	ERR5683858	0.0331729971802952
k__Bacteria|p__Firmicutes_D|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__RQZE01	ERR5683858	0.0105550445573667
