# Pathway	Sample_S24761_CC_CRC698_FE_DNA_DIA	Sample_S24770_CC_CRC669_FE_DNA_DIA	Sample_S24951_CC_CRC673_FE_DNA_DIA	Sample_S24763_CC_CRC703_FE_DNA_DIA	Sample_S24768_CC_CRC706_FE_DNA_DIA	Sample_S24764_CC_CRC710_FE_DNA_DIA	Sample_S24699_CC_CRC639_FE_DNA_DIA	Sample_S24702_CC_CRC645_FE_DNA_DIA	Sample_S24704_CC_CRC692_FE_DNA_DIA	Sample_S24947_CC_CRC695_FE_DNA_DIA	Sample_S24762_CC_CRC708_FE_DNA_DIA	CC_CRC752_FE_DNA_DIA	CC_CRC759_FE_DNA_DIA	CC_CRC760_FE_DNA_DIA	Sample_S24757_CC_P151_FE_DNA_DIA	Sample_S24938_CC_P155_FE_DNA_DIA	Sample_S24948_CC_P122_FE_DNA_DIA	Sample_S24936_CC_P127_FE_DNA_DIA	Sample_S24748_CC_P130_FE_DNA_DIA	Sample_S24749_CC_P132_FE_DNA_DIA	Sample_S24750_CC_P133_FE_DNA_DIA	Sample_S24751_CC_P134_FE_DNA_DIA	Sample_S24752_CC_P138_FE_DNA_DIA	Sample_S24753_CC_P140_FE_DNA_DIA	Sample_S24754_CC_P143_FE_DNA_DIA	Sample_S24755_CC_P149_FE_DNA_DIA	Sample_S24758_CC_P160_FE_DNA_DIA	Sample_S24694_CC_CRC627_FE_DNA_DIA	Sample_S24695_CC_CRC633_FE_DNA_DIA	Sample_S24696_CC_CRC634_FE_DNA_DIA	Sample_S24697_CC_CRC635_FE_DNA_DIA	Sample_S24698_CC_CRC638_FE_DNA_DIA	Sample_S24700_CC_CRC641_FE_DNA_DIA	Sample_S24701_CC_CRC642_FE_DNA_DIA	Sample_S24703_CC_CRC652_FE_DNA_DIA	Sample_S24766_CC_CRC671_FE_DNA_DIA	Sample_S24767_CC_CRC691_FE_DNA_DIA	Sample_S24705_CC_CRC693_FE_DNA_DIA	Sample_S24765_CC_CRC694_FE_DNA_DIA	CC_CRC757_FE_DNA_DIA	CC_CRC761_FE_DNA_DIA	Sample_S24742_CC_P118_FE_DNA_DIA	Sample_S24743_CC_P119_FE_DNA_DIA	Sample_S24744_CC_P120_FE_DNA_DIA	Sample_S24745_CC_P126_FE_DNA_DIA	Sample_S24746_CC_P128_FE_DNA_DIA	Sample_S24756_CC_P150_FE_DNA_DIA	Sample_S24769_CC_P154_FE_DNA_DIA	Sample_S24939_CC_P158_FE_DNA_DIA	Sample_S24759_CC_P161_FE_DNA_DIA	Sample_S24760_CC_P162_FE_DNA_DIA	Sample_S24940_CC_P163_FE_DNA_DIA	Sample_S24949_CC_P166_FE_DNA_DIA	Sample_S24795_CC_P177_FE_DNA_DIA	CC_P181_DNA_DIA	Sample_S24950_CC_CRC707_FE_DNA_DIA	Sample_S24937_CC_P145_FE_DNA_DIA	Sample_S24717_CC_IK25_FE_DNA_DIA	Sample_S24787_CC_IK64_FE_DNA_DIA	CC_IK105_FE_DNA_DIA	Sample_S24712_CC_IK2_FE_DNA_DIA	Sample_S24711_CC_IK19_FE_DNA_DIA	Sample_S24793_CC_IK73_FE_DNA_DIA	CC_IK86_FE_DNA_DIA	CC_IK106_FE_DNA_DIA	CC_IK107_FE_DNA_DIA	CC_IK108_FE_DNA_DIA	CC_IK110_FE_DNA_DIA	Sample_S24732_CC_IK5_FE_DNA_DIA	Sample_S24781_CC_IK10_FE_DNA_DIA	Sample_S24707_CC_IK13_FE_DNA_DIA	Sample_S24709_CC_IK17_FE_DNA_DIA	Sample_S24714_CC_IK22_FE_DNA_DIA	Sample_S24779_CC_IK27_FE_DNA_DIA	Sample_S24718_CC_IK28_FE_DNA_DIA	CC_IK33_FE_DNA_DIA	Sample_S24726_CC_IK40_FE_DNA_DIA	Sample_S24729_CC_IK45_FE_DNA_DIA	Sample_S24734_CC_IK52_FE_DNA_DIA	Sample_S24804_CC_IK54_FE_DNA_DIA	Sample_S24780_CC_IK55_FE_DNA_DIA	Sample_S24737_CC_IK57_FE_DNA_DIA	Sample_S24788_CC_IK65_FE_DNA_DIA	Sample_S24796_CC_IK67_FE_DNA_DIA	Sample_S24797_CC_IK68_FE_DNA_DIA	Sample_S24792_CC_IK72_FE_DNA_DIA	Sample_S24794_CC_IK75_FE_DNA_DIA	Sample_S25189_CC_IK76_FE_DNA_DIA	Sample_S24801_CC_IK80_FE_DNA_DIA	CC_IK81_FE_DNA_DIA	CC_IK82_FE_DNA_DIA	CC_IK103_FE_DNA_DIA	CC_IK111_FE_DNA_DIA	CC_IK112_FE_DNA_DIA	Sample_S24725_CC_IK4_FE_DNA_DIA	Sample_S24740_CC_IK7_FE_DNA_DIA	Sample_S24708_CC_IK15_FE_DNA_DIA	Sample_S24782_CC_IK30_FE_DNA_DIA	Sample_S24720_CC_IK32_FE_DNA_DIA	Sample_S24785_CC_IK62_FE_DNA_DIA	Sample_S24798_CC_IK69_FE_DNA_DIA	CC_IK93_FE_DNA_DIA	Sample_S24773_CC_IK3_FE_DNA_DIA	Sample_S24741_CC_IK9_FE_DNA_DIA	Sample_S24775_CC_IK34_FE_DNA_DIA	Sample_S24730_CC_IK47_FE_DNA_DIA	Sample_S24733_CC_IK51_FE_DNA_DIA	Sample_S24784_CC_IK61_FE_DNA_DIA	CC_IK89_FE_DNA_DIA	Sample_S25187_CC_IK1_FE_DNA_DIA	Sample_S24715_CC_IK23_FE_DNA_DIA	Sample_S24771_CC_IK26_FE_DNA_DIA	Sample_S24722_CC_IK36_FE_DNA_DIA	Sample_S24723_CC_IK38_FE_DNA_DIA	Sample_S24777_CC_IK42_FE_DNA_DIA	Sample_S24728_CC_IK43_FE_DNA_DIA	Sample_S24803_CC_IK44_FE_DNA_DIA	CC_IK50_FE_DNA_DIA	Sample_S24786_CC_IK63_FE_DNA_DIA	CC_IK92_FE_DNA_DIA	CC_IK96_FE_DNA_DIA	Sample_S24809_CC_IK77_FE_DNA_DIA	Sample_S24747_CC_P129_FE_DNA_DIA	Sample_S24952_CC_P144_FE_DNA_DIA
12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9048e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY: folate transformations III (E. coli)	0.00932084	0.0102603	0.0097581	0.007398	0.00850889	0.00892206	0.00440067	0.00971135	0.00982457	0.0088416	0.00997835	0.00562689	0.00919769	0.00905093	0.00876473	0.00834189	0.00863584	0.00624182	0.00790765	0.00625094	0.00956659	0.00907196	0.00625548	0.00670671	0.00994647	0.0055355	0.00555277	0.00622967	0.00744166	0.00515041	0.00767792	0.00719873	0.00890801	0.00897786	0.00874247	0.00610816	0.00802168	0.0076225	0.00537668	0.00910743	0.00866164	0.00857481	0.00863474	0.00805885	0.00891614	0.0087722	0.00999601	0.00686726	0.00909607	0.00730197	0.00895293	0.0074342	0.00740586	0.0084417	0.00961384	0.0102531	0.00999917	0.00830663	0.00993866	0.0079588	0.00746247	0.00971758	0.0090458	0.00718212	0.00718352	0.00832914	0.00850904	0.00880618	0.00926916	0.00508162	0.00738119	0.00906595	0.00938864	0.00750719	0.00797682	0.00700724	0.00888622	0.00842043	0.00824267	0.00948011	0.0122658	0.00832593	0.00910618	0.0079108	0.00771861	0.00883087	0.00903234	0.00734056	0.00877686	0.0088277	0.00968419	0.00464931	0.00911386	0.00911148	0.0100506	0.00942037	0.00912734	0.00659543	0.00841257	0.0102124	0.00764416	0.011213	0.00759683	0.0078549	0.00685312	0.00819239	0.0101763	0.00935819	0.00871282	0.00677037	0.00967128	0.00973561	0.00869037	0.00682087	0.00897342	0.00797999	0.00869439	0.00843323	0.00889813	0.00788199	0.00869674	0.00624004	0.00810227	0.00743905
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.000765889	0.0	0.0	0.0	0.0	3.82661e-05	0.0	0.0	0.0	0.0	0.0	0.000327036	0.0	0.0	0.0	0.0	0.000146535	0.0	0.0	0.0	0.0	0.000461808	0.0	0.000957392	0.0	0.0	0.0	0.0	0.0	0.000101492	0.0	0.0	0.000391751	1.97084e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000249282	2.01273e-05	8.74617e-05	0.0	0.0	0.0	1.80085e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2535e-05	0.0	0.0	0.0	2.36055e-05	0.000322634	3.72022e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97668e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0678e-05	0.0	0.0	0.000300678	8.56037e-06	6.14579e-05	0.0	0.0	0.0	0.0	0.000152429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000212043	0.0	0.0	0.0	0.0	0.0	0.0	0.000144617	0.000358425	0.0	0.0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0.0	0.0	0.0	3.6121e-05	0.0	0.0	0.0014123	0.0	0.0	5.52983e-05	0.0	0.000109897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000209154	0.0	0.0	0.0	1.12226e-05	0.0	0.0	0.0	0.0	0.000281051	0.0	0.0	0.0	3.56033e-05	1.27916e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000432364	4.20224e-05	0.0	0.0	0.0	0.0	2.08207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21978e-05	4.69882e-05	0.0	0.0	0.000176173	0.000174425	0.0	4.53227e-05	0.0	0.0	0.0	0.0	0.0	0.000101337	8.34239e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63696e-05	7.67811e-05	0.0	0.0	0.00012093	0.0	2.82398e-05	0.0	0.0	0.0	5.53715e-05	0.0	1.02041e-05	0.0	0.0	0.0	0.0	5.21477e-05	0.0	0.0	3.24869e-05	0.0	0.0	0.000356606	0.0	0.000144307
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0.0	0.0	0.0	6.88408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.000137757	0.0	3.82358e-05	0.000191045	0.000125359	0.0	1.06228e-05	0.000386076	0.000307398	4.31067e-05	0.0	0.000281515	0.000363492	6.00924e-05	4.78361e-05	9.17726e-05	0.0	4.01572e-05	0.0	6.38997e-05	6.48256e-05	0.000229269	0.000463055	0.000151175	0.0	0.000252017	0.00026518	0.000276436	0.000187141	0.000207641	0.000418251	0.0	2.27231e-05	0.0	3.67006e-05	0.000315043	0.0	0.0	0.000131953	0.000201426	0.000111739	0.000177229	0.000284991	8.47909e-05	4.22978e-05	0.0	2.6761e-05	0.00050626	0.00030901	0.000257366	0.0	0.000150879	0.000482462	5.31961e-05	0.000108104	0.0	0.000145015	0.000187353	0.000233808	0.0	0.000203545	1.0975e-05	0.000199856	0.000159061	0.0	0.000302216	0.000255796	7.07695e-05	0.000119141	0.000259112	4.65344e-05	4.1687e-05	3.03122e-05	4.1048e-05	9.67989e-05	0.000298194	0.00012822	2.08427e-05	0.000241487	2.95055e-05	0.000226843	0.000261432	2.94018e-05	2.26218e-05	0.000126065	1.64804e-05	0.000357894	4.59835e-05	4.09854e-05	5.04302e-05	1.52099e-05	0.000156258	1.9147e-05	0.000117432	4.72409e-05	0.000276889	6.49832e-05	0.0	0.000186541	0.000181455	6.92079e-05	0.0	0.000227185	0.0	9.0093e-05	3.41431e-05	0.000153385	0.000295268	0.00022206	0.000103693	4.37127e-05	0.0	0.000180285	0.000174234	7.53404e-05	0.000186568	0.0	2.36361e-05	0.000181317	5.866e-05	5.24162e-05	5.82878e-05	0.000359147	0.000254317
ANAEROFRUCAT-PWY: homolactic fermentation	0.00404904	0.00345356	0.00313986	0.00683415	0.0040594	0.00430255	0.00465065	0.0040332	0.00496562	0.00423416	0.00365025	0.00430442	0.00426363	0.00316148	0.00512578	0.00309704	0.00328907	0.00389192	0.00471952	0.00702028	0.00451735	0.0035725	0.00412932	0.00331536	0.00431435	0.00398925	0.00381366	0.00387068	0.00469453	0.00423945	0.00358348	0.0045255	0.0051472	0.00306095	0.00241975	0.00422415	0.0039418	0.00263264	0.00367011	0.00422182	0.00395832	0.00432445	0.00496506	0.00157902	0.00462237	0.00387605	0.00290019	0.00361023	0.0044751	0.00463747	0.0041315	0.00596352	0.00502125	0.00469275	0.00409397	0.0035482	0.00308154	0.00521947	0.00344428	0.00547372	0.00457684	0.00341495	0.00432896	0.00394246	0.00367476	0.00578626	0.004766	0.00651846	0.00453698	0.00512601	0.00426756	0.00330524	0.00504692	0.00534994	0.00478844	0.00409913	0.00393822	0.00277478	0.00333847	0.00325733	0.00196328	0.00576424	0.00358896	0.00265471	0.00440931	0.00351991	0.00396621	0.00329227	0.00250363	0.00513036	0.00398617	0.00473047	0.00518253	0.0031821	0.00324748	0.0054332	0.00254703	0.00403367	0.00495862	0.00465792	0.00287534	0.00448844	0.00606773	0.00176674	0.00364766	0.00352786	0.0037459	0.00351596	0.0039026	0.00749346	0.00456473	0.0055316	0.0037782	0.00474632	0.00399154	0.00387032	0.00330536	0.00586011	0.00293176	0.00457322	0.00381489	0.00329045	0.00535292	0.00345704
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.00951896	0.00870394	0.00937047	0.00935339	0.00949274	0.0079936	0.00581162	0.0086789	0.0090722	0.00887568	0.00744558	0.00741817	0.00781744	0.0118777	0.00920792	0.0103168	0.0128303	0.00828355	0.00799474	0.00913804	0.0091867	0.00815343	0.00643361	0.00782707	0.00981893	0.00746781	0.00622684	0.00643857	0.00703313	0.00605854	0.00837646	0.0111415	0.0106069	0.00998975	0.0141397	0.00649253	0.0130208	0.0141503	0.00938803	0.00920205	0.00828084	0.00766721	0.00788797	0.0131906	0.0111252	0.00999208	0.00659008	0.00665993	0.0100496	0.0088299	0.00938702	0.0092282	0.00972805	0.009013	0.00857113	0.00855955	0.0101843	0.00940114	0.00969513	0.0089567	0.00847284	0.00943138	0.00892309	0.0077086	0.00901905	0.00950351	0.00980239	0.00950157	0.0100348	0.00632629	0.00752046	0.0101457	0.00865815	0.00845078	0.0107056	0.0089069	0.00924293	0.0118827	0.00840508	0.00859093	0.0105171	0.0107997	0.0111212	0.0111748	0.00824835	0.00995491	0.00958278	0.0112304	0.0111293	0.0091759	0.00903218	0.006082	0.00924291	0.00774236	0.00892604	0.00922902	0.00985684	0.00705061	0.00959579	0.00900178	0.0112593	0.00972771	0.0082667	0.0109765	0.00854005	0.0128868	0.00956452	0.00756173	0.00882115	0.00927953	0.00794962	0.0100207	0.00942954	0.0120441	0.00940986	0.0088388	0.0107466	0.00900162	0.00843735	0.00845984	0.00869354	0.00615236	0.00953371	0.00695343
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.0017777	0.00031039	0.00143459	0.000946469	0.00240689	0.00118752	0.00298508	0.000424875	0.000638693	0.00128636	0.00131419	0.00297768	0.00256535	0.000594412	0.000587	0.00129338	0.00192746	0.00314525	0.00151686	0.000713915	0.00112331	0.00149654	0.00345549	0.00134364	0.000527321	0.00301008	0.00266095	0.00280692	0.00232775	0.00341337	0.00182883	0.00116462	0.000914993	0.000638608	0.00101985	0.00285923	0.00153862	0.00100235	0.00249374	0.00242911	0.00110569	0.00210731	0.0014951	0.00137017	0.000390409	0.00128612	0.00185184	0.00309883	0.00232273	0.00237074	0.00127828	0.000757559	0.00114958	0.00129984	0.000114455	0.000911883	0.00163717	0.00171174	0.00106477	0.000804774	0.00109497	0.00232084	0.00180087	0.00191505	0.00232213	0.00159521	0.00119569	0.000631082	0.000309655	0.00237703	0.00181684	0.00107106	0.000678356	0.00113365	0.00205804	0.00241515	0.000789214	0.000946067	0.00205061	0.0015916	0.0006332	0.000479049	0.000820911	0.000678412	0.000466294	0.00139582	0.00096653	0.00228361	0.000422022	0.00142503	0.00171589	0.00325652	0.00152996	0.0	0.00179695	0.000981379	0.00110332	0.0039207	0.00168172	0.00200682	0.00201808	0.0010441	0.00157335	0.000703937	0.00246483	0.0015019	0.00109145	0.00149789	0.00177853	0.00251099	0.000730068	0.000485995	0.00107374	0.00217126	0.00182366	0.00163145	0.000326512	0.000446169	0.00212579	0.00131103	0.0015166	0.00210826	0.00179178	0.00221217
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0	0.0	0.0	6.65653e-05	0.0	0.0	0.00091897	0.0	0.0	0.0	0.0	1.17684e-05	0.0	0.0	0.0	0.0	0.0	9.23349e-05	0.000157235	0.0	0.0	0.0	0.000528164	0.0	0.0	0.0	0.0	0.000487284	0.0	0.00168012	0.0	0.0	0.0	0.0	0.0	0.000558062	0.0	0.0	0.000442219	8.37403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000559169	4.72552e-05	0.0	0.0	0.0	0.0	3.0266e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12743e-05	0.0	0.0	0.0	0.0	0.00092052	0.000386615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79221e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000594275	5.55417e-05	0.0	0.000250789	0.0	0.0	0.000457462	0.0	8.00849e-05	2.98283e-05	0.0	0.0	0.0	0.000417843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000356323	0.0	0.0	0.0	0.0	0.0	0.0	9.73881e-05	0.000346916	0.0	0.0
